item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,ipa_en,ipa_l1,freq,morpheme_count,char_length,syllables,edit_distance,phon_edit_distance
5215,de,untrained,adjective,u________,ungeschult,Ein weiteres Problem ist das ungeschulte Personal. (NICHT unskilled),-2.476787673,ʌntɹeɪnd,ʊnɡəʃuːlt,3.03,3,9,2,8,8
5216,de,fluid,noun,f____,Flüssigkeit (nicht: liquid),"Man muss viel Flüssigkeit zu sich nehmen, wenn man Sport treibt.",0.895834258,fluːɪd,flʏsɪçkaɪt nɪçt liːkviːt,4.22,1,5,2,23,21
5217,de,convincing,adjective,c_________,überzeugend,Er hatte überzeugende Argumente für die Reise.,-0.513353408,kənvɪnsɪŋ,yːbɜtsɔøɡənt,3.97,2,10,3,10,12
5218,de,sin,noun,s__,Sünde,"Es wäre eine Sünde, diesen Schokoladenkuchen nicht gleich anzuschneiden.",1.090417067,sɪn,zʏndə,4.37,1,3,1,4,4
5219,de,metallic,adjective,m_______,metallhaltig,Die Substanz ist metallhaltig.,-1.191354925,mətælɪk,meːtalhaltɪç,3.82,1,8,2,5,8
5220,de,hangout,noun,h______,Stammlokal,Er trinkt gerne ein Bier in seinem Stammlokal.,-3.303583628,hæŋɡaʊt,ʃtamloːkɑːl,3.12,1,7,1,8,11
5221,de,adolescent,noun,a_________,"Jugendlicher, Heranwachsender",Die Jugendlichen treffen sich dreimal die Woche zum Fußballtraining.,-1.100073553,ædəlɛsənt,juːɡəntlɪçɜ hɛranvaxzəndɜ,3.58,1,10,3,24,20
5222,de,primitive,adjective,p________,urzeitlich,Bei dieser Grabstelle fand man urzeitliche Werkzeuge.,-4.535062053,pɹɪmᵻtɪv,ʊɐtsaɪtlɪç,3.8,1,9,3,6,8
5223,de,confidential,adjective,c___________,vertraulich,Die streng vertraulichen Dokumente dürfen nur von Mitarbeitern der Firma gelesen werden.,-0.812168957,kɑːnfɪdɛnʃəl,fɛɾtraʊlɪç,3.9,1,12,4,11,12
5224,de,ownership,noun,o________,Eigentum,Es können sich immer weniger Menschen Wohneigentum leisten.,-1.180558662,oʊnɚʃɪp,aɪɡəntuːm,4.4,1,9,3,8,8
5225,de,consumer,noun,c_______,Verbraucher,Laut einer Umfrage sind Verbraucher mit dem neuen Produkt völlig zufrieden.,-0.656024185,kənsuːmɚ,fɛɾbraʊxɜ,4.56,2,8,2,8,9
5226,de,lemon,noun,l____,Zitrone,Ich hätte gerne ein Mineralwasser mit Zitrone.,2.621250018,lɛmən,tsɪtroːnə,4.1,1,5,2,5,8
5227,de,torture,verb,t______,"foltern, quälen (nicht: torment)","Willst du ein Schokoladeneis? - Quäle mich nicht! Du weißt doch, wie sehr ich Schokoladeneis liebe, aber ich bin auf Diät! ",-0.47112534,tɔːɹtʃɚ,fɔltɜn kvɛːlən nɪçt tɔɾmɛnt,4.15,1,7,2,27,24
5228,de,inevitable,adjective,i_________,unvermeidlich,"Es scheint, also ob ein Krieg nun unvermeidlich wäre.",-1.98382735,ɪnɛvᵻɾəbəl,ʊnfɛɾmaɪtlɪç,4.08,3,10,4,10,10
5229,de,passenger,noun,p________,Fahrgast,In den Bus passen keine Fahrgäste mehr.,0.337207851,pæsɪndʒɚ,fɑːɾɡast,4.38,2,9,3,8,8
5230,de,king,noun,k___,König,Der König regierte das Land für viele Jahre.,3.7686358,kɪŋ,køːnɪç,5.17,2,4,1,3,4
5231,de,sleeve,noun,s_____,Ärmel,"Die Ärmel müssen definitiv gekürzt werden, wenn du diesen Mantel kaufen möchtest.",-0.541114769,sliːv,ɛɾməl,3.93,1,6,1,5,5
5232,de,public,noun,p_____,Öffentlichkeit,Die Öffentlichkeit muss durch die Medien gut informiert werden.,1.272085923,pʌblɪk,œfəntlɪçkaɪt,5.57,1,6,2,11,9
5233,de,icon,noun,i___,Symbol,"Klicke auf dieses Symbol, um das Dokument zu speichern.",-0.064482024,aɪkɑːn,zʏmboːl,4.16,1,4,1,5,6
5234,de,backyard,noun,b_______,"Hinterhof, Garten hinter dem Haus","Danke, dass du den Hinterhof in Ordnung gebracht hast.",0.251911123,bækjɑːɹd,hɪntɜhoːf ɡaɾtən hɪntɜ deːm haʊs,3.87,1,8,2,30,30
5235,de,advantage,noun,a________,Vorteil,Eine solide Ausbildung bringt viele Vorteile.,0.686501659,ɐdvæntɪdʒ,foːɾtaɪl,4.78,1,9,3,8,8
5236,de,policeman,noun,p________,Polizist,"Der Polizist freute sich, dass die Sache noch ein gutes Ende fand.",1.13473584,pəliːsmən,poːliːtsɪst,3.74,1,9,3,6,6
5237,de,arabic,noun,a_____,Arabisch,Ich spreche Arabisch.,2.144087947,æɹɐbɪk,arɑbɪʃ,4.03,1,6,3,3,4
5238,de,die,verb,d__,sterben,Meine Großmutter starb im Alter von 95 Jahren. ,2.551426501,daɪ,ʃtɛɾbən,5.07,1,3,1,6,7
5239,de,subscription,noun,s___________,Abonnement,Sie können Ihr Abonnement jederzeit durch eine E-Mail an unseren Kundenservice stornieren.,-1.143981219,sʌbskɹɪpʃən,ɑbɔneːmɛnt,4.06,2,12,3,11,10
5240,de,like,noun,l___,dergleichen,Er kann Musiker und dergleichen nicht ausstehen.,0.026182222,laɪk,dɛɾɡlaɪçən,6.41,1,4,1,8,7
5241,de,calm,verb,c___,jdn/etw beruhigen,Ich konnte sie nicht beruhigen.,1.556933811,kɑːm,jɔtdeːɛn ɛtf bəruːɪɡən,4.54,1,4,1,17,21
5242,de,near,adjective,n___,nahe,Wo ist die nächste Tankstelle?,-3.650157814,nɪɹ,nɑːə,5.29,1,4,1,3,3
5243,de,headache,noun,h_______,"Kopfschmerzen, Kopfweh",Ich habe heute starke Kopfschmerzen und bleibe deshalb zu Hause im Bett.,1.188024233,hɛdeɪk,kɔpfʃmɜtsən kɔpfveː,3.97,1,8,2,19,18
5244,de,helpless,adjective,h_______,hilflos,Der kleine Junge saß ganz alleine in der Ecke und wirkte hilflos.,2.174653503,hɛlpləs,hɪlfloːs,3.69,1,8,2,4,4
5245,de,matrix,noun,m_____,Matrix,Mithilfe dieser Matrix können wir das mathematische Problem lösen.,2.233165918,meɪtɹɪks,matrɪks,4.07,1,6,2,1,3
5246,de,selective,adjective,s________,wählerisch,Wir sind bei der Suche nach dem besten Kandidaten sehr wählerisch.,-1.961072996,sᵻlɛktɪv,vɛːlərɪʃ,3.88,1,9,3,8,7
5247,de,sort,verb,s___,ordnen,Er ist sehr genau und ordnet alle seine Bücher in alphabetischer Reihenfolge.,-0.470203242,sɔːɹt,ɔɾdnən,5.0,1,4,1,5,6
5248,de,angry,adjective,a____,"verärgert, zornig, wütend",Er wird leicht wütend.,1.265484645,æŋɡɹi,fɛɾɛɾɡɜt tsɔɾnɪç vyːtənt,4.66,1,5,1,23,23
5249,de,blue,adjective,b___,blau,Sie trägt ein blaues Kleid.,3.234736437,bluː,blaʊ,5.13,1,4,1,2,2
5250,de,document,verb,d_______,"etw dokumentieren, belegen",Der Film dokumentiert das Leben auf dem Land.,1.315781062,dɑːkjuːmənt,ɛtf doːkuːməntiːrən bəleːɡən,4.5,2,8,3,19,20
5251,de,coffee,noun,c_____,Kaffee,Ich beginne jeden Morgen mit einer Tasse Kaffee.,2.280934331,kɔfi,kafeː,4.86,1,6,2,2,3
5252,de,trivial,adjective,t______,belanglos,Wie kann man sich über so eine belanglose Sache nur aufregen?,-2.27108366,tɹɪvɪʲəl,bəlaŋloːs,3.66,1,7,2,8,9
5253,de,valentine,noun,v________,Valentinsgeschenk,Er erhielt mehrere kitschige Karten als Valentinsgeschenk.,0.981410494,væləntaɪn,vɑləntɪnsɡɛʃɛŋk,3.77,1,9,1,9,9
5254,de,reduced,adjective,r______,verringert,Wir möchten verringerte Kosten an unsere Kunden weitergeben.,-0.233100006,ɹᵻduːst,fɛɾrɪŋɜt,4.64,3,7,2,8,7
5255,de,irrational,adjective,i_________,irrational (nicht: unreasonable),Diese irrationale Furcht vor Hunden muss überwunden werden.,1.077609318,ɪɹæʃənəl,ɪratsjoːnɑːl nɪçt ʊnreːazoːnɑːblə,3.56,1,10,4,22,30
5256,de,nation,noun,n_____,Nation,Führende Industrienationen haben ein Treffen organisiert.,3.187811612,neɪʃən,natsjoːn,4.88,2,6,2,1,6
5257,de,alarmed,adjective,a______,"wegen einer Sache beunruhigt sein, alarmiert sein (nicht: frightened, worried, anxious)",Tom sieht beunruhigt aus.,-1.024845597,ɐlɑːɹmd,veːɡən aɪnɜ zaxə bəʊnruːɪçt zaɪn ɑlaɾmiːɾt zaɪn nɪçt (en)fɹaɪtənd(de) vɔriːt anksɪʲoːʊs,3.48,2,7,1,80,83
5258,de,notion,noun,n_____,"Vorstellung, Ahung","Ich habe keine Vorstellung von dem Leid, das die anderen erfahren haben. ",-2.296019741,noʊʃən,foːɾʃtɛlʊŋ ɑːʊŋ,4.17,2,6,2,15,13
5259,de,sound,noun,s____,Geräusch,Seit einer Woche oder so macht mein Auto dieses seltsame Geräusch.,0.960213523,saʊnd,ɡərɔøʃ,5.15,1,5,1,7,6
5260,de,infinity,noun,i_______,Unendlichkeit,Ich liebe die Unendlichkeit des Meeres.,-0.78130595,ɪnfɪnᵻɾi,ʊnɛntlɪçkaɪt,3.82,2,8,3,10,10
5261,de,selection,noun,s________,Auswahl,Dieser Laden bietet eine tolle Auswahl an unterschiedlichen Käsen und Weinen.,-0.355568134,sᵻlɛkʃən,aʊsvɑːl,4.62,2,9,3,9,8
5262,de,compromise,noun,c_________,Kompromiss,Am Ende konnten sich die streitenden Parteien doch noch auf einen Kompromiss einigen.,0.972189605,kɑːmpɹəmaɪz,kɔmproːmɪs,4.15,1,10,3,2,7
5263,de,infection,noun,i________,Ansteckung,"Es gibt eine Impfung, um sich vor einer Ansteckung zu schützen.",-0.488639064,ɪnfɛkʃən,anʃtɛkʊŋ,4.33,3,9,3,7,6
5264,de,delete,verb,d_____,"etw streichen, löschen",Mehrere Namen wurden von der Teilnehmerliste gestrichen.,0.221606122,dᵻliːt,ɛtf ʃtraɪçən lœʃən,4.22,1,6,2,19,17
5265,de,luxurious,adjective,l________,luxuriös,Wir haben ein luxuriöses Hotel gebucht. Ich freue mich schon darauf.,-0.119014829,lʌɡʒʊɹɹiəs,lʊksuːriːøːs,3.55,1,9,3,2,9
5266,de,downsize,verb,d_______,"abbauen, sich verkleinern",Die Firma muss wegen finanziellen Schwierigkeiten Personal abbauen.,-4.263477974,daʊnsaɪz,abaʊən zɪç fɛɾklaɪnɜn,2.65,1,8,2,21,16
5267,de,meat,noun,m___,Fleisch,Ich esse kein Fleisch.,2.084730983,miːt,flaɪʃ,4.63,1,4,1,6,5
5268,de,engagement,noun,e_________,Verlobung,Das Paar gab ihre Verlobung bekannt.,0.383951374,ɛŋɡeɪdʒmənt,fɛɾloːbʊŋ,4.31,2,10,3,9,11
5269,de,signature,noun,s________,Unterschrift,"Wir mussten auf der Geburtstagskarte seine Unterschrift fälschen, weil er in den letzten Tagen nicht im Büro war.",0.840195018,sɪɡnɪtʃɚ,ʊntɜʃrɪft,4.25,1,9,3,11,9
5270,de,bone,noun,b___,Knochen,Sie rutschte aus und brach sich einen Knochen am Fuß.,1.214354859,boʊn,knɔxən,4.47,1,4,1,5,5
5271,de,regarding,preposition,r________,"bezüglich, hinsichtlich",Die Bewerberin hat einige Fragen bezüglich des Bewerbungsprozesses.,-0.871022386,ɹᵻɡɑːɹdɪŋ,bətsyːklɪç hɪnzɪçtlɪç,4.67,3,9,3,19,19
5272,de,lake,noun,l___,See,Im Sommer schwimmen wir im See.,2.848531794,leɪk,zeː,4.83,1,4,1,3,3
5273,de,authentic,adjective,a________,authentisch (nicht: genuine),Der Brief ist authentisch. Das kann ich beweisen.,1.374902221,ɔːθɛntɪk,aʊtɛntɪʃ nɪçt ɡənuːiːnə,4.04,1,9,4,19,19
5274,de,discharge,noun,d________,Entlassung,Die Patientin muss zwei Wochen nach der Entlassung zur Kontrolle ins Krankenhaus kommen. ,-3.273868991,dɪstʃɑːɹdʒ,ɛntlasʊŋ,3.93,2,9,2,10,9
5275,de,bump,noun,b___,"Unebenheit, Erhebung, Bodenschwelle",Wir fuhren mit dem Auto über einige Bodenschwellen und mir wurde dabei ganz schlecht.,-1.422517702,bʌmp,ʊneːbənhaɪt ɛɾheːbʊŋ boːdənʃvɛlə,3.98,1,4,1,33,31
5276,de,symbol,noun,s_____,Sinnbild,Das Lamm ist im Christentum das Sinnbild der Auferstehung.,-0.52881604,sɪmbəl,zɪnbɪlt,4.31,1,6,2,6,4
5277,de,independently,adverb,i____________,unabhängig,Sie arbeitet sehr unabhängig.,-1.878622367,ɪndᵻpɛndəntli,ʊnaphɛŋɪç,4.06,3,13,4,11,11
5278,de,complicate,verb,c_________,"etw verkomplizieren, noch komplizierter machen",Lasst uns die Sache nicht komplizierter machen!,1.157267521,kɑːmplᵻkeɪt,ɛtf fɛɾkɔmpliːtsiːrən nɔx kɔmpliːtsiːɾtɜ maxən,3.26,1,10,3,38,40
5279,de,medicine,noun,m_______,Medizin,"Die kranke Frau geht zur Apotheke, um Medizin zu kaufen.",1.090097392,mɛdəsən,meːdiːtsiːn,4.73,1,8,2,3,7
5280,de,soar,verb,s___,steigen,Mit großem Getöse steigt die Rakete immer höher und höher in die Luft hinauf.,-3.298439604,sɔːɹ,ʃtaɪɡən,3.39,1,4,1,6,7
5281,de,emergency,noun,e________,Notfall,Im Notfall kontaktieren Sie bitte meine Eltern.,0.809461356,ɪmɜːdʒənsi,nɔtfal,4.72,1,9,2,9,10
5282,de,page,noun,p___,"Seite, Blatt",Lies den ersten Absatz auf Seite 5 vor.,2.689709244,peɪdʒ,zaɪtə blat,5.12,1,4,1,11,9
5283,de,walk,noun,w___,Spaziergang,Ein kurzer Spaziergang ist jetzt genau das Richtige.,3.423416481,wɔːk,ʃpɑtsiːɾɡaŋ,5.08,1,4,1,10,10
5284,de,external,adjective,e_______,extern,Eine externe Fachkommission führte die Prüfung durch.,-0.473686347,ɛkstɜːnəl,ɛkstɜn,4.52,1,8,3,2,3
5285,de,criminally,adverb,c_________,strafrechtlich,Strafrechtlich liegt nichts gegen ihn vor.,-2.427354482,kɹɪmɪnəli,ʃtrafrɛçtlɪç,3.12,2,10,3,12,11
5286,de,door,noun,d___,Tür,Ich schließe die Tür auf.,3.456419209,dɔːɹ,tyːɾ,5.08,1,4,1,3,3
5287,de,observe,verb,o______,jdn/etw beobachten,Die Mutter beobachtet ihre Kinder von dem Fenster aus.,0.392453546,əbzɜːv,jɔtdeːɛn ɛtf bəoːbaxtən,4.06,1,7,2,15,21
5288,de,accommodation,noun,a____________,Unterkunft,"Die Unterkunft ist zwar schlicht, dafür liegt sie aber zentral.",-1.783255491,ɐkɑːmədeɪʃən,ʊntɜkʊnft,4.06,2,13,5,12,12
5289,de,rotating,adjective,r_______,rotierend,Die rotierenden Messer der Küchenmaschine zerkleinern problemlos jede Art von Gemüse.,0.198725135,ɹoʊteɪɾɪŋ,roːtiːrənt,3.77,2,8,3,5,8
5290,de,vaccine,noun,v______,Impfstoff,Gegen diese Krankheit gibt es keinen Impfstoff.,-0.911149077,væksiːn,ɪmpfstɔf,4.0,1,7,2,9,7
5291,de,farmer,noun,f_____,Bauer,Die Bäuerin besitzt zehn Kühe.,2.108872991,fɑːɹmɚ,baʊɜ,4.15,2,6,2,3,6
5292,de,unplugged,adjective,u________,ohne elektronische Verstärkung,Die Band spielte die Zugaben ohne elekronische Verstärkung.,-1.572082104,ʌnplʌɡd,oːnə eːlɛktroːniːʃə fɛɾʃtɛɾkʊŋ,3.11,3,9,2,27,28
5293,de,incompatibility,noun,i______________,Unverträglichkeit,Auf die Unverträglichkeit mancher Blutgruppen muss geachtet werden.,-2.535692363,ɪŋkəmpæɾəbɪlᵻɾi,ʊnfɛɾtrɛːklɪçkaɪt,2.75,2,15,6,14,16
5294,de,worried,adjective,w______,besorgt,Wir waren über die Lage sehr besorgt.,1.072431348,wʌɹid,bəzɔɾkt,4.63,2,7,2,7,7
5295,de,content,adjective,c______,zufrieden,"Als ich Susanne letzte Woche traf, wirkte sie zufrieden.",-0.978945354,kɑːntɛnt,tsuːfriːdən,5.0,1,7,2,8,10
5296,de,spin,verb,s___,sich drehen,Die Planeten drehen sich um ihre eigene Achse.,-1.025555972,spɪn,zɪç dreːən,4.38,1,4,1,9,9
5297,de,pressing,adjective,p_______,dringlich,"Die Geiseln sofort in Sicherheit zu bringen, ist eine dringliche Angelegenheit.",-2.492769055,pɹɛsɪŋ,drɪŋlɪç,4.08,3,8,2,7,6
5298,de,cancel,verb,c_____,etw absagen,Die Feier wurde abgesagt.,1.25876188,kænsəl,ɛtf apzɑːɡən,4.18,1,6,2,9,11
5299,de,grace,noun,g____,Anmut,Sie bewegt sich mit einer unglaublichen Anmut.,-0.180816594,ɡɹeɪs,anmuːt,4.56,1,5,1,5,6
5300,de,heroin,noun,h_____,Heroin,Heroin ist eine sehr gefährliche Droge.,2.257459249,hɛɹoʊɪn,heːroːɪn,3.92,1,6,1,1,4
5301,de,devastating,adjective,d__________,"verheerend, vernichtend (nicht: destructive)",Die verheerenden Waldbrände haben viel Schaden angerichtet.,-2.249653851,dɛvᵻsteɪɾɪŋ,fɛɾheːrənt fɛɾnɪçtənt nɪçt dɛstrʊktiːvə,3.85,2,11,4,38,35
5302,de,republic,noun,r_______,Republik,In einer Republik gibt es im Gegenzug zur Monarchie keinen König oder Königin.,1.921773063,ɹᵻpʌblɪk,reːpuːblɪk,4.6,2,8,3,2,5
5303,de,really,adverb,r_____,wirklich,Der Anzug steht dir wirklich gut.,2.791625385,ɹiəli,vɪɾklɪç,5.97,3,6,1,7,6
5304,de,person,noun,p_____,Person,Das Ticket kostet 25 Euro pro Person.,3.657324644,pɜːsən,pɛɾzoːn,5.55,1,6,2,1,5
5305,de,patiently,adverb,p________,geduldig,Sie wartet geduldig auf den Bus.,0.098644079,peɪʃəntli,ɡədʊldɪç,3.48,2,9,2,9,9
5306,de,pocket,noun,p_____,(Hosen/Hemd)Tasche,Schließlich fand er die Schlüssel in seiner Hosentasche.,1.062222664,pɑːkɪt,hoːzən hɛmt taʃə,4.48,1,6,2,16,14
5307,de,personal,adjective,p_______,persönlich,Ich bin nicht damit einverstanden. Das ist meine ganz persönliche Meinung.,2.026465088,pɜːsənəl,pɛɾzøːnlɪç,5.2,1,8,3,5,8
5308,de,nest,noun,n___,Nest,Auf dem Baum ist ein Vogelnest.,1.896145972,nɛst,nɛst,4.07,2,4,1,1,0
5309,de,builder,noun,b______,Bauarbeiter,Die Bauarbeiter beginnen heute mit ihrer Arbeit.,0.317973702,bɪldɚ,baʊaɾbaɪtɜ,3.85,2,7,2,8,9
5310,de,system,noun,s_____,System,Das politische System des Landes ist auf den ersten Blick demokratisch.,2.377031882,sɪstəm,zʏsteːm,5.56,1,6,2,1,4
5311,de,shopping,noun,s_______,Einkäufe,"Wenn ich viel Stress habe, erledige ich meine Einkäufe auch online.",1.257135631,ʃɑːpɪŋ,aɪnkɔøfə,4.68,2,8,2,8,8
5312,de,kick,noun,k___,"Tritt, Fußtritt",Das tat weh. Sie hat mir einen Tritt gegeben.,1.688523296,kɪk,trɪt fʊstrɪt,4.72,1,4,1,14,11
5313,de,scar,noun,s___,Narbe,Er hatte am Unterarm eine Narbe von einem komplizierten Armbruch in seiner Kindheit.,0.207845263,skɑːɹ,naɾbə,3.77,1,4,1,4,5
5314,de,newspaper,noun,n________,Zeitung,Mein Vater liest jeden Morgen die Zeitung.,2.476969403,nuːzpeɪpɚ,tsaɪtʊŋ,4.6,2,9,3,8,9
5315,de,bout,noun,b___,Anfall,Ich hatte einen Hustenanfall.,-3.146484357,baʊt,anfal,4.05,1,4,1,6,5
5316,de,chemical,adjective,c_______,chemisch,Die chemische Substanz ist gefährlich.,1.424211575,kɛmɪkəl,çeːmɪʃ,4.57,1,8,3,3,6
5317,de,bombing,noun,b______,Bombenanschlag,Ein Attentäter wurde für den Bombenanschlag in New York angeklagt.,0.201274782,bɑːmɪŋ,bɔmbənanʃlɑːk,4.09,2,7,2,9,12
5318,de,contribute,verb,c_________,"etw beisteuern, für etw spenden",Jeder hat etwas Geld für das Geburtstagsgeschenk beigesteuert.,-0.899809876,kəntɹɪbjuːt,ɛtf baɪstɔøɜn fyːɾ ɛtf ʃpɛndən,4.34,1,10,3,27,27
5319,de,characteristic,noun,c_____________,Charaktereigenschaft,"In der Zukunft wird es vielleicht möglich sein, dass die Eltern die Charaktereigenschaften ihrer Kinder selbst aussuchen werden.",-0.964960872,kæɹɪktɚɹɪstɪk,karakteːraɪɡənʃaft,3.97,1,14,5,11,14
5320,de,administrator,noun,a____________,Verwalter,Er arbeitet als Verwalter in einer Schule.,-1.082416204,ɐdmɪnɪstɹeɪɾɚ,fɛɾvaltɜ,4.07,1,13,5,11,12
5321,de,bible,noun,b____,Bibel,Die Bibel besteht aus dem Alten und dem Neuen Testament. ,0.918626066,baɪbəl,biːbəl,4.54,2,5,1,3,2
5322,de,prior,preposition,p____,vor,Vor dem Test haben sie jeden Tag gemeinsam gelernt.,-1.400956846,pɹaɪɚ,fɔɾ,4.85,1,5,2,3,5
5323,de,guidance,noun,g_______,Anleitung,"Ich brauche eure Hilfe und Anleitung, wie ich weitermachen kann. ",-1.098631319,ɡaɪdəns,anlaɪtʊŋ,4.33,1,8,2,8,7
5324,de,healthcare,noun,h_________,"Gesundheitsfürsorge, medizinische Versorgung",Ist die medizinische Versorgung in Deutschland umsonst?,0.401237457,hɛlθkɛɹ,ɡəzʊnthaɪtsfʏɾzɔɾɡə meːdiːtsiːnɪʃə fɛɾzɔɾɡʊŋ,4.47,1,10,2,40,42
5325,de,grade,noun,g____,Qualität (nicht: quality),Der Stoff hat eine hohe Qualität.,-2.367783442,ɡɹeɪd,kvɑːliːtɛːt nɪçt (en)kwɒlɪti(de),4.8,1,5,1,24,29
5326,de,dean,noun,d___,Dekan,In unserer Kirche haben wir einen neuen Dekan.,-1.654900501,diːn,deːkɑːn,4.4,1,4,1,2,4
5327,de,grandmother,noun,g__________,Großmutter,Die Großmutter liest den Kindern eine Geschichte vor.,2.623070096,ɡɹændmʌðɚ,ɡroːsmʊtɜ,4.14,2,11,3,6,7
5328,de,anywhere,adverb,a_______,irgendwo,"Wir könnten uns irgendwo treffen, wo Live-Musik gespielt wird.",0.898638804,ɛnɪwɛɹ,ɪɾɡɛndvoː,4.71,1,8,2,8,7
5329,de,development,noun,d__________,"Entwicklung, Wachstum",Wir unterstützen unsere Schüler in der Entwicklung ihrer Fähigkeiten.,0.357503605,dɪvɛləpmənt,ɛntvɪklʊŋ vakstuːm,5.31,2,11,4,19,15
5330,de,stepmother,noun,s_________,Stiefmutter,Die Stiefmutter ist in Märchen leider sehr oft eine negative Figur.,0.811468865,stɛpmʌðɚ,ʃtiːfmʊtɜ,3.16,2,10,3,5,7
5331,de,accepted,adjective,a_______,anerkannt,Ein Bibliotheksausweis ist kein anerkanntes Dokument.,-1.739081713,ɐksɛptᵻd,anɛɾkant,4.67,2,8,3,8,8
5332,de,filter,verb,f_____,"aussieben, filtern",Wir müssen die Verunreinigungen aussieben.,0.552789108,fɪltɚ,aʊsziːbən fɪltɜn,4.28,2,6,2,12,12
5333,de,sponsor,noun,s______,Förderer,"Die neue, gemischte Fußballmannschaft ist noch auf der Suche nach einem Betrieb, der als Förderer dem Verein helfen möchte.",-1.331154072,spɑːnsɚ,fœɾdərɜ,4.04,1,7,2,7,7
5334,de,convenience,noun,c__________,"Zweckmäßigkeit, Annehmlichkeit",Viele Menschen genießen die Annehmlichkeiten des Stadtlebenes.,-2.661888786,kənviːnɪʲəns,tsvɛkmɛːsɪçkaɪt aneːmlɪçkaɪt,4.02,1,11,3,24,25
5335,de,tremendous,adjective,t_________,enorm,Es war eine enorme Enttäuschung.,-0.850331738,tɹəmɛndəs,eːnɔɾm,4.07,1,10,3,7,8
5336,de,coincidentally,adverb,c_____________,zufälligerweise,Sie schreibt zufälligerweise eine Projektarbeit über dasselbe Thema.,-1.92177731,koʊɪnsɪdɛntəli,tsuːfɛlɪɡɜvaɪzə,3.24,2,14,5,13,14
5337,de,lifeboat,noun,l_______,Rettungsboot,Das Rettungsboot hilft einem kleinen Fischerboot.,-1.215844998,laɪfboʊt,rɛtʊŋsboːt,3.19,1,8,2,9,7
5338,de,tablet,noun,t_____,Pille,Die Arznei gibt es als Pille oder als Zäpfchen.,0.340512421,tæblət,pɪlə,4.05,1,6,2,4,4
5339,de,overnight,adverb,o________,"in der Nacht, über Nacht",Es hat über Nacht geschneit.,2.302427214,oʊvɚnaɪt,ɪn dɛɾ naxt yːbɜ naxt,4.19,1,9,1,20,18
5340,de,extend,verb,e_____,sich erstrecken,Unser Grundstück erstreckt sich bis zum Gartenzaun des Nachbarns.,-1.878204194,ɛkstɛnd,zɪç ɛɾʃtrɛkən,4.34,1,6,2,12,10
5341,de,assert,verb,a_____,"auf etw bestehen, etw beteuern (nicht: allege)",Er beteuerte seine Unschuld.,-3.819043548,ɐsɜːt,aʊf ɛtf bəʃteːən ɛtf bətɔøɜn nɪçt aleːɡə,3.62,1,6,2,41,38
5342,de,vary,verb,v___,unterschiedlich sein,Die Ergebnisse sind je nach Gruppengröße sehr unterschiedlich.,0.175192916,vɛɹi,ʊntɜʃiːtlɪç zaɪn,4.25,1,4,1,19,15
5343,de,intentionally,adverb,i____________,"absichtlich, vorsätzlich","Ich habe dich absichtlich verletzt, um es dir heimzuzahlen.",-1.393963078,ɪntɛnʃənəli,apzɪçtlɪç foːɾzɛtslɪç,3.82,3,13,4,20,18
5344,de,fountain,noun,f_______,Brunnen,Im Park steht ein Brunnen mit einer Poseidon-Statue.,-0.262068012,faʊntɪn,brʊnən,3.91,1,8,2,5,4
5345,de,bite,verb,b___,beißen,Ich beiße mir auf die Lippen. ,2.345818154,baɪt,baɪsən,4.31,1,4,1,3,3
5346,de,episode,noun,e______,"Ereignis, Vorfall (nicht: incident)",Ich werde dieses schreckliche Ereignis meiner Kindheit nie vergessen können.,-3.614076839,ɛpɪsoʊd,ɛɾaɪɡnɪs foːɾfal nɪçt ɪnkiːdɛnt,4.97,1,7,2,29,26
5347,de,demographics,noun,d___________,Demografie,Die Demografie beschreibt die wirtschafts- und sozialpolitische Bevölkerungsbewegung.,-2.139827465,dɛməɡɹæfɪks,deːmoːɡrafiː,3.56,1,12,3,5,9
5348,de,uncertainty,noun,u__________,Ungewissheit,"Es herrscht große Ungewissheit, was die Zukunft anbelangt.",-1.526284051,ʌnsɜːtənti,ʊnɡəvɪshaɪt,4.03,2,11,3,10,10
5349,de,file,noun,f___,Akte,Der Anwalt breitet die Akte vor sich aus.,0.135289455,faɪl,aktə,4.75,1,4,1,3,4
5350,de,inability,noun,i________,Unfähigkeit,"Sie war von ihrer Unfähigkeit, den Volleyball richtig aufzuspielen, frustriert. ",-1.580784246,ɪnɐbɪləɾi,ʊnfɛːɪçkaɪt,3.93,2,9,4,8,9
5351,de,successful,adjective,s_________,erfolgreiche,Er ist ein sehr erfolgreicher Sachbuchautor und seine Bücher werden in viele Sprachen übersetzt.,0.094936028,səksɛsfəl,ɛɾfɔlɡraɪçə,4.94,1,10,3,12,11
5352,de,response,noun,r_______,Antwort (nicht: reaction),Auf meine E-Mail bekam ich wirklich eine schnelle Antwort.,-1.076326269,ɹᵻspɑːns,antvɔɾt nɪçt reːaktsjoːn,5.03,2,8,2,22,22
5353,de,slow,verb,s___,verlangsamen,Dieses Medikament kann Ihre Reaktionszeit verlangsamen.,1.446629591,sloʊ,fɛɾlaŋzɑːmən,4.85,1,4,1,11,11
5354,de,space,noun,s____,Platz,"Um mehr Platz zu schaffen, haben wir auf eine Badewanne verzichtet.",2.283771743,speɪs,plats,5.23,1,5,1,4,4
